GEOID,VALUE_0,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
21035,0,59378400,0,65244600,9022500,4643100,2098800,2458800,327166208,7324200,63384300,3395700,5034600,138939296,336469504,31239000,609300
45013,0,409308288,0,143704800,48412800,20413800,3870900,4927500,12227400,279177312,39116700,20632500,19944000,31439700,10181700,244767600,504097216
55053,0,35766900,0,79269296,16614900,3452400,1105200,3060900,704320192,204972304,424138496,49304700,55063800,56808900,559189824,240312608,170343904
56013,0,190988992,26058600,101552400,46197000,11502000,2394000,424766688,78862496,2623444992,13815900,17123516416,2246670848,330359392,286632000,216667808,296534688
27137,84579296,1398753024,0,327775488,103520704,57684600,21062700,178506896,1947354240,1110478464,3646662400,978221696,221973296,201055504,15729300,6816307712,450072000
30083,0,50085900,0,71649000,20772900,4504500,1142100,3921300,31114800,7168500,12347100,454738496,3250966528,7264800,1415142016,60339600,61247700
13003,0,6020100,0,32506200,10488600,1857600,578700,128700,3853800,290355296,6022800,39091500,42853500,16960500,159059696,267606000,17131500
50003,0,5463000,0,53671500,22054500,12230100,2254500,2654100,941810432,124036200,396244800,6543000,20180700,77359504,6445800,80336704,5384700
32013,0,11780100,0,85643104,31481100,5283000,79200,1170403200,42059700,132712200,27055800,16115025920,6453453824,118026896,417094208,211481104,178152304
01029,0,6139800,0,48555900,9608400,2030400,379800,1250100,638272768,421369216,110722496,45985500,48495600,113607000,1550700,4110300,799200
13239,0,17829000,0,11586600,1204200,185400,53100,549900,33785100,143953200,64782900,42282000,31336200,5568300,27993600,35234100,547200
47137,0,27354600,0,17653500,7087500,1692000,353700,414900,265131008,2057400,35346600,2756700,5374800,99009904,2901600,692100,743400
13161,0,7316100,0,31312800,16635600,3570300,1309500,425700,5060700,306255616,8220600,37675800,41589000,25191900,164772000,170076608,10424700
51049,0,5215500,0,30624300,3194100,639000,182700,233100,145422000,99351000,233051392,54414900,39130200,101078096,12241800,41013900,3089700
47109,0,7738200,0,58655700,11923200,4197600,1072800,1008900,497166304,176604304,122148896,59939100,35784900,225666896,132269400,94641296,7339500
31021,0,16310700,0,33403500,14198400,1335600,432900,2946600,28397700,21600,8100,8100,105246000,5059800,1063616384,10328400,16388100
37139,0,146697296,0,37614600,13976100,4981500,1158300,371700,2573100,30459600,5659200,2080800,1355400,524700,326727904,147261600,4567500
48021,0,19553400,0,103987800,24503400,7595100,2786400,3636000,298621792,257266800,325523712,240805792,50139000,862353024,29890800,85846496,4816800
21103,0,6356700,0,29727900,5687100,1215900,529200,40500,226141200,13379400,73672200,1821600,2671200,348515104,46422000,1073700,229500
13005,0,4894200,0,28138500,16275600,3824100,924300,76500,1645200,170091904,3183300,50381100,46100700,49428000,161170208,200024096,15204600
21149,0,7879500,0,24897600,3342600,789300,380700,228600,115411504,1447200,27995400,917100,2085300,55200600,389567712,23699700,2163600
48269,0,1243800,0,18991800,2479500,446400,49500,1366200,1512900,56980800,2349000,2035446272,162031504,0,81486896,231300,52200
26055,0,259070400,0,68220896,50772600,19844100,7948800,7224300,337036512,94140896,77688896,37770300,150322496,4851900,206871296,131497200,5013000
21175,0,5340600,0,32964300,11673000,2532600,320400,688500,682405184,1296900,122479200,6021000,11972700,136631696,45000,167400,45000
49051,0,77566496,0,80858704,13869900,4768200,765000,1531800,1283997568,630486912,64103400,844550976,16704900,56871000,11967300,11850300,4048200
42077,0,5996700,0,124399800,103631400,48969900,22637700,1540800,241715696,915300,40900500,6518700,1640700,101088896,198438304,5877000,560700
48031,0,5297400,0,36786600,7492500,2110500,488700,1263600,143906400,363280512,391500,1171774848,110111400,3994200,2438100,306000,24300
55103,0,5300100,0,52951500,17367300,1879200,592200,427500,673911872,6893100,70623000,2201400,6159600,380615392,261699296,27607500,15109200
54103,0,5934600,0,34430400,5714100,2416500,827100,185400,749179776,306000,72217800,3292200,6149700,28819800,454500,32400,45900
55065,0,3092400,0,48093300,20342700,2529000,696600,783900,149491808,671400,26424000,2113200,1048500,459432000,916676096,4613400,8336700
53067,0,116082000,0,137511904,111879904,49075200,15183000,10039500,71186400,624147328,165048304,194824800,98369104,241379104,4077900,91368896,57372300
48343,0,13446000,0,12903300,28161000,6003900,2544300,1540800,49888800,50323500,138304800,11967300,17951400,221165104,19800,117702000,8217900
53001,0,14174100,0,104927400,34477200,12087000,2113200,297000,90900,788400,900,800334912,1146951936,37463400,2809009920,15329700,34362000
47171,0,692100,0,24508800,7906500,2480400,753300,221400,214218896,11107800,186759008,4281300,1679400,20297700,4500,50400,9000
47059,0,5262300,0,93220200,36762300,8784000,3700800,827100,458639104,30208500,183224704,7303500,10722600,781737280,17252100,1820700,189900
36035,0,91748704,0,47019600,18686700,6743700,2249100,5855400,432920704,275504384,163000800,3594600,7636500,126668704,14386500,153182704,12557700
20021,0,22084200,0,56831400,24050700,5153400,1758600,7040700,165578400,30600,8453700,693000,5940900,539166592,640344576,49174200,3225600
12123,0,26156700,0,153577792,37147500,5682600,1390500,7306200,8420400,754327808,8524800,248314496,184422592,18340200,1310400,1135893632,124390800
12039,0,32960700,0,63895500,17981100,4474800,1917000,2466900,5982300,594634496,25147800,60571800,93816000,23841000,119963696,313853408,8144100
29113,0,35042400,0,62998200,33930000,8379900,2361600,4638600,405677696,1539000,182587504,1674000,7747200,373426208,518658304,63322200,8008200
47083,0,20607300,0,26994600,1445400,519300,89100,125100,355428896,8008200,32841900,14323500,8399700,61028100,2737800,3078900,621000
45043,0,166432496,0,124151400,30924000,9398700,2565900,8541900,43038000,758055616,972000,36037800,42294600,16723800,46102500,745790400,224841600
53039,0,87479104,0,127193400,60377400,9955800,1715400,641700,29508300,1121458560,21402000,1278377984,1537994752,51164100,566070272,15322500,35200800
45051,0,69282000,0,240406208,148986896,63829800,15505200,6572700,6592500,427191296,8968500,69578096,47046600,6354000,544846528,1286900992,32749200
56015,0,19527300,0,66487500,11429100,2928600,540900,11867400,301500,37619100,74700,154225792,4648110080,16950600,733888768,23642100,54301500
56023,0,47656800,36000,53531100,18819000,2879100,279000,103286704,109915200,2269474304,37444500,6905251840,457110016,158960704,177183904,66555900,174104992
45089,0,20168100,0,97907400,17845200,3847500,1102500,342000,63328500,666547200,3772800,72553504,41329800,32118300,437360384,912096000,14793300
29031,0,27601200,0,64918800,51065100,19233900,7952400,3330000,455140800,491400,5719500,1428300,5643000,451539008,401814912,19656900,1864800
29059,0,3200400,0,42268500,15119100,2000700,409500,796500,636194688,15617700,69972304,5952600,8224200,605693696,4361400,1527300,88200
31169,0,7671600,0,49960800,11440800,3091500,642600,788400,40360500,5400,118800,18000,285551104,2025900,1083815936,3157200,1629900
31031,0,215430304,0,43597800,13068900,2185200,617400,3579300,24019200,26727300,72747904,3637800,14037601280,13474800,181803600,37155600,942139776
42065,0,4864500,0,93222000,23713200,7002900,1608300,9598500,699936320,83844896,383881504,20674800,22034700,303660000,39804300,13934700,1986300
29099,0,31176900,0,122916600,79139696,28544400,7975800,7077600,849484800,45540000,288359104,3561300,16157700,181659600,43571700,17919900,3200400
37003,0,5992200,0,44826300,19704600,3328200,1050300,302400,236428192,29526300,106911000,11455200,15934500,183612608,18185400,786600,37800
29019,0,26362800,0,80047800,60156000,35023500,10611000,3960900,630195328,11640600,100277104,2234700,6573600,525345312,280440896,17512200,5411700
48419,0,88938000,0,73445400,23513400,5823000,3223800,2905200,49809600,719431168,291449696,120370496,124974896,350436608,11700,290555104,16033500
06089,0,159264896,0,251991904,59362200,38473200,10620000,31106700,183902400,5064184832,186023696,2529975552,1161664256,178799392,48144600,34893900,34178400
30111,0,40617900,0,74820600,70559104,58479300,22257900,4140000,372600,226929600,9900,2863204096,2351335424,59212800,956641472,77821200,76989600
37073,0,8672400,0,25261200,3402900,530100,47700,80100,15822000,230500800,45318600,38406600,8975700,3508200,193908608,288655200,6538500
36087,0,59364000,0,123354896,52625700,29969100,8025300,2561400,192617104,583200,5501700,1053900,2556900,3727800,85500,19798200,2748600
51740,0,32913900,0,20731500,30292200,13957200,6774300,6104700,198000,1744200,392400,439200,112500,106200,518400,2582100,1652400
29123,0,5121900,0,33367500,10056600,1818000,524700,2357100,901719872,23080500,68759104,17062200,8078400,206883904,4275900,4370400,207900
48489,0,268092896,0,36289800,16279200,4086000,902700,46017000,1710900,12012300,8704800,229535104,228153600,63849600,790387200,11628900,195590704
30089,0,78232496,175500,24405300,19971900,3586500,278100,76878896,4186800,4328218624,407700,955269888,1415952896,127900800,61952400,23949000,33699600
36043,0,117537296,0,89095504,25255800,8933400,2069100,6603300,1895953536,369257408,356872512,25956900,21703500,416505600,127586704,292468512,15489900
36113,0,166899600,0,80291696,32352300,11715300,4504500,5476500,907225216,672191104,362344512,12427200,13186800,24009300,1360800,124128896,12868200
27019,0,57250800,0,52175700,39068100,24056100,6224400,1567800,89000096,807300,7455600,1839600,2727000,114071400,512727296,18574200,57402900
20057,0,7276500,0,91595696,17928000,7334100,3351600,1172700,5821200,30600,836100,562500,717489920,66556800,1893261568,9276300,8533800
49007,0,12142800,0,80871296,18433800,5905800,433800,23466600,387757792,1287073792,37539900,1869268480,81282600,23475600,26570700,8955900,2490300
37131,0,31576500,0,50712300,9380700,2369700,696600,640800,87201000,316991712,96683400,48563100,42313500,2988900,455108416,271586688,7360200
18099,0,15429600,0,55280700,30457800,8325000,3584700,1082700,109923296,4176000,2529900,327600,1296900,62325000,801052224,57929400,10504800
41053,0,8157600,0,85561200,42497100,15348600,4008600,1157400,33080400,527043584,201224704,185778896,95507104,339681600,342890112,30137400,21393000
48325,0,18711900,0,86689800,22185900,7481700,1977300,3814200,140525104,583193728,30740400,1976005760,138969904,14985000,413926208,17738100,1371600
17195,0,39988800,0,57710700,49898700,17188200,6750000,1488600,38688300,990900,73737000,144900,1492200,84678304,1394599552,29754000,4174200
04019,4689900,7594200,0,339715808,353333696,174920400,39273300,240907504,922500,403627488,2355300,19716560896,2232130560,2186100,113670896,149190304,13649400
47061,0,2640600,0,35777700,8967600,2108700,328500,576000,528485408,71289000,60633000,33507900,26783100,99552600,15992100,3321000,439200
17185,0,16157700,0,25191900,10070100,1905300,458100,729900,61650900,41400,6535800,48600,902700,19805400,462955488,25435800,540900
26021,0,29038500,0,124670704,101700000,31495500,10681200,8699400,253343696,5678100,19236600,1133100,11463300,2473200,738907200,156964496,9283500
27171,0,160555504,0,79439400,64628100,34469100,9757800,2205900,185261408,2795400,12402900,4323600,17416800,246408304,848537984,32615100,134454592
55063,0,72020704,0,43843500,51713100,28838700,8560800,876600,462481216,16517700,55621800,3063600,5590800,168936304,236780992,52204500,27477000
04015,0,225620992,0,267710400,148582800,53938800,11414700,550001728,24507900,2965277696,2933100,29631432704,793293312,3271500,62415000,102865504,32702400
29155,0,46892700,0,51752700,13462200,5336100,1136700,2127600,1034100,0,136800,900,151200,110700,1148760960,49549500,5888700
17169,0,25623000,0,19747800,25294500,5687100,575100,1793700,392056192,107100,32827500,915300,1811700,115383600,500306400,28821600,13961700
40123,0,17343900,0,60241500,23483700,7899300,3087000,7237800,686005184,4494600,2263500,27720900,776882688,272561408,4473900,225000,463500
55109,0,31404600,0,106440304,36316800,14711400,5354100,1351800,284745600,43366500,83642400,2918700,9288900,487513792,758059200,26137800,18468000
01051,0,103825800,0,98059504,30718800,9527400,2305800,4649400,435082496,260447392,218440800,76505400,74354400,233684992,73595696,96849904,7353900
22059,0,42860700,0,68204704,19319400,2466000,713700,28044900,71516704,657956672,17469000,117173696,93574800,16344000,14440500,525050112,28197000
46069,0,18046800,0,38003400,5036400,928800,269100,2561400,828900,0,0,72900,1302024576,8090100,823719616,360000,65439900
01123,0,122373000,0,84053696,20443500,4789800,1146600,2978100,635966976,579973504,168233408,97788600,100599296,107847904,4125600,35290800,898200
06069,0,3377700,0,39303900,16096500,14175900,2386800,2874600,900,145908000,289925088,1243958400,1610200832,17137800,166418096,11218500,16734600
28075,0,38242800,0,97002000,36595800,18044100,7595100,1764000,98139600,409925696,421358400,202062592,137754000,114454800,1124100,251190896,13545900
31037,0,10210500,0,36179100,10391400,2301300,798300,598500,16837200,8100,46800,213300,118879200,3571200,860603392,10603800,2762100
48213,0,189721792,0,85088704,82696496,14220900,5568300,2371500,53022600,74204096,386296192,18116100,76966200,1117665920,21890700,290353504,26046000
22055,0,7195500,0,73477800,125190000,32266800,15389100,9000,815400,333900,5028300,1532700,2199600,244987200,149264096,40027500,6552000
39023,0,16029900,0,84070800,60597900,21097800,7492500,808200,104053504,1145700,2483100,83700,7588800,87765296,645267584,2907900,2900700
36047,0,87136200,0,5892300,12159900,46764900,112518896,4811400,4680900,112500,118800,2003400,4114800,258300,56700,545400,3805200
35037,0,30317400,0,99475200,12703500,4280400,786600,1429200,929700,27699300,0,6088545792,589739392,52200,558871168,8280000,14404500
36059,0,119730600,0,142965904,144594896,238511696,73224896,3658500,38798100,2271600,39053700,975600,1971900,2254500,143100,5317200,41082300
13271,0,14750100,0,39715200,9140400,1918800,760500,822600,12753000,443702688,19221300,38710800,93617104,27140400,144762304,323420416,12490200
45041,0,27583200,0,130077904,63386100,22767300,9033300,205200,16096500,351862208,3225600,55983600,20586600,7326900,583327808,783683072,15205500
38089,0,7155900,0,100578600,34719300,12124800,2640600,2416500,9341100,178200,333900,732284096,792767680,71199904,1640409344,10700100,9874800
20009,0,39097800,0,79870496,29193300,7913700,3273300,1121400,20182500,0,243900,151200,536265888,4016700,1540461568,8448300,62240400
41035,0,458323200,0,163597504,52772400,15582600,5738400,40681800,3012300,8515371520,2410200,4348534272,524928608,497610912,549508480,99075600,668578496
12111,0,126258304,0,178168496,128747696,46542600,13155300,3844800,504900,30445200,5215500,8970300,7936200,290426400,458498688,238468496,56679300
13141,0,21355200,0,46565100,5242500,512100,108900,2959200,240611392,530517600,130814096,59611500,107127904,69877800,893700,48971700,1095300
16031,0,37779300,0,89524800,21780000,5391900,517500,1386000,28807200,272112288,2736000,3379351552,1324248320,47112300,1454583552,11405700,3959100
40029,0,9909000,0,35118900,3969900,2198700,1323900,367200,520553696,8511300,3596400,33052500,404034304,323053184,3284100,3022200,1673100
06067,0,74943904,0,221272192,211198496,299367008,84357904,14949000,2197800,745200,147600,71046000,705609920,60710400,758233792,16371900,44629200
24001,0,6473700,0,60643800,27075600,11012400,3450600,9099900,736271104,9810000,126474304,7761600,14268600,84604496,4121100,423900,212400
28043,0,96942600,0,46466100,13941000,5821200,1711800,3823200,201933904,123134400,227808896,22611600,17739000,135333904,91350896,150046208,29352600
54033,0,3797100,0,67429800,31527900,16999200,4933800,4679100,647208000,769500,109827000,9146700,17163000,166500896,259200,40500,225000
28099,0,11252700,0,65627100,11536200,4954500,1463400,225900,46100700,291237312,363634208,64054800,59165100,261056704,63000,285735616,15820200
08003,0,11223000,13500,19602000,21874500,7854300,1045800,11265300,8694900,91359904,3752100,1094210944,57888000,71257504,297279008,61152300,108757800
54055,0,1934100,0,58201200,37001700,21632400,4852800,1998900,690949824,111137400,26127900,7467300,20256300,105672600,175500,291600,153900
28017,0,15318900,0,37440000,15228900,3047400,789300,788400,145779296,206000096,107712896,31006800,31266900,366684288,192118496,137822400,23978700
54043,0,2738700,0,34155000,14937300,2915100,678600,12175200,969917376,3235500,31509000,12278700,29589300,37561500,29700,101700,10800
27159,0,15764400,0,48240000,5803200,3163500,999000,696600,193850096,65017800,45598500,29362500,16168500,190404896,259684192,217349104,304723808
08057,0,25167600,1293300,18574200,2183400,369900,33300,13686300,163987200,1254394752,16433100,1785183360,231402592,265632304,36000,129645904,231966000
42055,0,4824900,0,111033904,83831400,22451400,9713700,1331100,683571584,12646800,152457296,4511700,4141800,366616800,545094912,12350700,5858100
06071,0,75969904,0,844823680,598934720,438700512,72585904,5994564096,874800,661121984,60950700,40726102016,2438362880,42841800,48698100,48556800,24120000
08031,0,5526000,0,61837200,129391200,89928000,59335200,214200,162000,15300,0,1778400,26541900,1546200,55837800,1556100,1668600
40033,0,13899600,0,48662100,7477200,2590200,522000,12639600,59484600,95400,124200,9164700,782570688,2286900,691619392,261000,659700
23029,35828100,973868416,0,167965200,49831200,14341500,2663100,17680500,756227712,1571668224,2377830656,184239904,146233792,30924900,113019296,1093641344,165326400
08117,0,27368100,1170900,40352400,18870300,11449800,1962900,74102400,64027800,722750400,8367300,451395904,135576000,7886700,0,34559100,13770000
35029,38700,414000,0,127895400,18851400,5080500,835200,26668800,0,23340600,0,3390772480,3939010304,295200,156255296,543600,1809900
40071,0,81995400,0,83927696,41688000,11948400,4674600,1196100,61459200,168300,1493100,3208500,769788928,113274000,1167525888,80355600,25123500
54027,0,10872000,0,66196800,8802000,1652400,450900,302400,1038239104,37683900,252572400,11383200,17749800,226796400,4832100,554400,332100
28055,0,85364096,0,23230800,1424700,245700,43200,2169900,431100,54900,1928700,652500,45000,51300,452353504,496651488,17039700
51019,0,41939100,0,95464800,54105300,7021800,1783800,680400,807168576,80181000,258985792,46969200,68246096,514708192,8676900,162900,181800
21207,0,66177900,0,40540500,4521600,1901700,1168200,6234300,275854496,1922400,71729104,2777400,6411600,229840192,30323700,41400,61200
21053,0,18762300,0,18711000,11862900,2707200,774000,2318400,235512896,1383300,53137800,2108700,4191300,175446000,10809000,1491300,67500
19083,0,6778800,0,56957400,21016800,5580900,1397700,1292400,45663300,733500,13123800,135000,18543600,80943296,1204914560,8941500,5528700
01035,0,7570800,0,58876200,9243900,1740600,514800,3131100,80010000,898105472,345285888,228181504,136943104,153800992,43019100,273220192,5715000
04005,0,61180200,1800,277093792,82943104,36215100,8504100,939886208,20232000,11331287040,2026800,29566750720,5875082240,467100,58500,96067800,37272600
34029,0,326190592,0,153768608,207044992,109400400,39358800,32769000,122964304,296452800,166595392,24906600,22925700,2096100,27089100,343860288,112723200
21217,0,17118900,0,37630800,6705900,2944800,2053800,1802700,262672192,4158000,53611200,1526400,3067200,232594208,84628800,95400,35100
48161,0,49794300,0,56994300,74355296,24230700,6917400,57223800,50192100,35046900,379588512,17940600,143607600,1064268928,843300,295978496,40005900
18173,0,38118600,0,53590500,25333200,8560800,3627900,2728800,269176512,11398500,67512600,7101000,19942200,138917696,312164096,28505700,4422600
16055,0,185116496,0,70794896,82159200,38358900,4663800,8901000,2399400,2033431168,868500,589622400,108300600,12408300,174939296,46502100,31470300
17105,0,11157300,0,68364000,75567600,15408000,4063500,4046400,21787200,112500,18431100,8100,4392000,28575000,2449884672,8451000,342900
08069,0,93967200,4632300,144515696,120573000,57694500,14217300,32985900,58203900,2895268608,5485500,1540943104,1384084736,65789100,255250800,88424096,74604600
17149,0,31387500,0,47335500,46875600,12094200,1123200,2040300,510251392,174600,86316304,1212300,1449900,259945200,1101677440,54696600,9885600
13051,0,243453600,0,111243600,90620096,48825000,29180700,12600000,1552500,180601200,8142300,6358500,16939800,8285400,154800,183695392,355823104
39147,0,5931000,0,62130600,33800400,9888300,4260600,5043600,121172400,66600,1809900,216900,4343400,29513700,1144312192,6390000,915300
06105,0,55755000,3326400,348995712,11131200,2665800,1917000,46088100,113746496,4817084416,209357104,1938177024,699035392,90000,10800,6400800,2132100
39163,0,4342500,0,41672700,5652900,1345500,412200,5050800,810316800,20890800,38413800,25314300,11628900,112660200,9049500,5265900,978300
13183,0,9696600,0,39925800,8199900,1774800,189900,1574100,2496600,317970912,3325500,78613200,78357600,29358000,12860100,457570816,18021600
13237,0,39560400,0,40097700,7407000,2673900,1140300,3400200,221727600,263292304,117707400,39562200,50139000,102048304,2976300,23612400,313200
48249,0,8381700,0,56277900,25144200,11131200,2551500,6269400,29193300,466200,28608300,815066112,5853600,746091904,427553984,72962096,8747100
40055,0,11529000,0,52712100,4998600,715500,197100,3685500,143100,116100,42645600,1002668416,9441000,900,533970912,23178600,2106900
48297,0,91623600,0,32713200,51665400,19620900,2407500,5434200,19627200,1566000,35096400,1648208640,12051900,752556608,89536496,22299300,15488100
23021,0,1047089728,0,180460800,34263900,6553800,1503900,41336100,1405656064,2905218048,3630605312,664521280,295934400,54099000,9747000,958850112,121884304
48409,0,49077900,0,59954400,39252600,23975100,6795900,12078000,31836600,3824100,27135900,188083808,33516900,232112704,964215872,32352300,131550304
53007,0,194837408,36621900,88420496,75070800,35988300,11961900,361372512,11718000,3513799680,10092600,1803438848,1363245312,34728300,101989800,50110200,8784900
12063,0,38633400,0,131492704,21972600,5520600,1720800,2447100,18315000,690790528,14686200,181979104,98107200,76419904,648114304,505725312,15564600
40127,0,63666000,0,79567200,9867600,2168100,391500,877500,601235968,1253639680,689962496,228779104,294962400,401869792,1800,52153200,3459600
48295,0,567900,0,33904800,11608200,3322800,225900,6712200,857700,4500,268200,322327808,1776649472,1044900,252602096,2614500,1148400
48487,0,20536200,0,59340600,12220200,4356900,1620900,18695700,8416800,288000,3110400,624816896,779731200,4454100,967434304,6640200,8825400
13017,0,9384300,0,31050000,10517400,2478600,1576800,335700,8037900,231358496,13528800,12279600,47843100,11019600,146338208,130881600,4023000
51027,0,790200,0,44163900,17283600,6660000,690300,6379200,1093356032,39222000,16746300,16895700,48712500,10551600,13500,17100,13500
55039,0,111636896,0,64233000,67940096,23557500,7713900,5299200,65336400,4821300,12660300,1728000,1707300,174103200,1105984768,145165504,190520992
21079,0,4760100,0,26271000,4489200,1248300,358200,3951000,161705696,5011200,61393500,1416600,5472900,317830496,7633800,18000,35100
22117,0,20367000,0,96211800,20677500,5034600,1545300,13399200,1436400,648584128,29185200,118399504,43649100,290979904,11333700,451677600,18239400
22051,0,759561280,0,17964900,133232400,60590700,43590600,3177000,264600,402300,782100,178200,2016000,7334100,562500,88445696,354577504
51177,0,23854500,0,79343104,35782200,12986100,4419000,1633500,250812000,120380400,245743200,59363100,22860900,95959800,35256600,67662000,961200
26143,0,143170208,0,63962100,35772300,6524100,1471500,1378800,351901792,158543104,118539000,78098400,45207000,1966500,11420100,448421408,22309200
36093,0,10038600,0,52993800,41656500,21825900,9163800,1371600,79128000,51611400,124470000,1142100,8636400,68358600,4697100,32225400,4131000
09005,0,67984200,0,139098592,58973400,26335800,5805000,4758300,1200973440,71344800,496260000,7881300,19286100,155726096,21450600,160944304,9121500
12037,0,618738304,0,68222704,23005800,5721300,1882800,25550100,84600,119766600,128700,13508100,9543600,103500,900,1012344320,134373600
28033,0,64457100,0,114900304,64779300,34531200,12726900,3024000,85453200,23894100,241019104,22401900,9567000,244511104,253960192,85130096,14066100
13045,0,22794300,0,83223904,54192600,13113900,6218100,2376900,395609408,230628608,92191504,29379600,54025200,309893408,27900,29669400,1167300
18093,0,8741700,0,57420000,11504700,5398200,1967400,4163400,572149824,1480500,31963500,2213100,12159900,293744704,163246496,2315700,849600
18077,0,12574800,0,46859400,9944100,3980700,1980900,509400,421920000,7038900,59521500,4373100,7289100,122400896,207495904,21734100,456300
40097,0,77285696,0,74880896,18678600,9689400,5222700,3318300,527601600,2959200,20682000,18178200,41223600,906705920,49929300,9225000,1503900
20019,0,11349900,0,33650100,8616600,877500,124200,264600,352488608,4654800,2850300,9509400,837936896,352920608,54532800,770400,374400
31103,0,10212300,0,42709500,3949200,165600,45000,49500,74366096,53773200,8775000,3012300,1491130752,10635300,156655808,29312100,104545800
22119,0,36315000,0,59462100,54639000,11016900,3800700,4239900,50860800,699498880,54792900,137763008,96437696,74762096,930600,308315712,6120900
20113,0,11433600,0,77452200,35214300,9378000,3067200,1018800,77360400,2700,1562400,122400,601864192,6911100,1502550016,2636100,1902600
39047,0,2817000,0,38497500,17794800,5903100,2739600,332100,44663400,380700,6924600,64800,1161000,48456900,884317504,2307600,297900
13257,0,9514800,0,38205000,18764100,4495500,1887300,1899900,205407904,40990500,61326900,4519800,18791100,70588800,57600,4060800,723600
37141,0,55325700,0,62617500,27954000,5364000,818100,6982200,2454300,586567808,27621000,93563104,56820600,1327500,243929696,1018539904,51417000
37031,0,1413900928,0,63972000,44698500,13900500,3190500,31214700,3460500,228587392,12845700,22205700,13142700,3688200,219710704,441801888,253835104
33005,0,48429000,0,83682896,34547400,15326100,3429000,6038100,349421408,374105696,685294208,30025800,28080000,64950300,9747000,119844000,12243600
13297,0,10617300,0,71019904,39745800,8627400,3591900,3773700,195765296,145049408,69618600,6525000,25893900,214964992,2878200,39373200,1296000
13169,0,10870200,0,43325100,9866700,2162700,635400,4861800,228423600,356221792,152258400,40034700,49869000,82322096,432900,40012200,740700
05107,0,90786600,0,56254500,10223100,3998700,1323000,3287700,3792600,2870100,55708200,576000,542700,1989900,1349961344,267818400,10163700
42049,0,35771400,0,133604096,105759904,44093700,16170300,4731300,772956928,49065300,114846304,6932700,8123400,385774208,249248704,160135200,18452700
48141,14003100,2895300,0,107364600,185341504,153742496,58747500,27700200,36000,1809000,0,1379096960,475532096,107100,216074704,11700,10800
49019,0,32071500,0,19665900,14292900,8965800,854100,146033104,294905696,2263744768,12903300,6442532864,211027504,11681100,29483100,45445500,17197200
53043,0,80487904,0,128368800,24214500,6213600,532800,2033100,632700,145911600,35100,1540736128,1191637760,24075900,2830112000,17014500,72810896
28067,0,21731400,0,91656896,39553200,14021100,5066100,1748700,6939900,477953984,313449312,99663296,97518600,289772992,4371300,332284512,15581700
30073,0,28098900,0,53106300,14621400,1176300,198900,45403200,43167600,200601904,27024300,540167424,1156056320,70428600,2012734848,17113500,40713300
32023,0,5375700,0,125649904,92782800,15612300,2037600,1518294656,66973500,6392956416,19971900,38066421760,604000768,50721300,26786700,59943600,53045100
16037,0,29551500,23491800,20449800,18189000,10025100,444600,58561200,123300,3810147328,45000,6792084992,1651680896,95656496,108952200,34338600,123808496
26043,0,33976800,0,62095500,22324500,8294400,3871800,4310100,697812288,65608200,203235296,36548100,52073100,50133600,20700000,718657216,22991400
39133,0,39251700,0,108402304,78677104,23450400,6768900,3811500,470338208,3100500,27660600,7762500,16709400,297859488,140580000,70611296,12409200
28073,0,17115300,0,68021104,29716200,8607600,3443400,1594800,3879900,460243808,163678496,65663100,102000600,181191600,1373400,184956304,5985000
21139,0,67894200,0,33317100,3357900,1618200,1218600,6564600,332138688,11548800,39263400,6529500,6768900,167691600,165551392,39024900,7030800
41043,0,49835700,1134900,76671904,65815200,32530500,13807800,58420800,11684700,3194676992,77461200,713128512,164510096,1086175744,353124000,33135300,45293400
26117,0,32874300,0,80036096,50960700,8181000,3263400,1552500,284470208,31388400,46353600,3115800,19807200,18617400,908719232,365542208,10092600
45033,0,10694700,0,53702100,18520200,3813300,1494000,150300,5310900,154369792,1160100,27069300,9894600,3809700,362559616,408969888,6060600
20175,0,2295000,0,57789000,13425300,3385800,1317600,334800,1358100,0,7200,420130816,253969200,30726900,866411072,5367600,4618800
45069,0,19797300,0,55304100,19558800,4178700,1102500,2336400,18411300,216929696,10592100,45441000,44173800,3797100,349380000,448294496,12120300
21045,0,744300,0,50507100,2384100,939600,596700,1942200,635237120,819900,101831400,5040900,9718200,310940992,45586800,1402200,116100
55113,0,239664608,0,92734200,11276100,2820600,907200,2158200,1438171136,105253200,418339808,59231700,26775900,74428200,61414200,919997120,51244200
38063,0,224860496,0,77049904,9046800,1027800,102600,4286700,13365000,1980000,164700,541800,69593400,431540992,1422933248,6293700,366209088
12023,0,8039700,0,116828096,35224200,8396100,2739600,2599200,36506700,732872704,20733300,143682304,104682600,297446400,60284700,474694208,8613900
26061,0,114121800,0,73719904,27100800,11430000,5000400,15851700,896876992,220919392,775607424,30570300,28643400,95404496,4686300,380221184,38833200
48309,0,67575600,0,191001600,67433400,43131600,22221000,3542400,113138096,102348000,4703400,4856400,971305216,449134208,596850304,99450000,5624100
55041,0,82906200,0,67263296,7002000,997200,407700,1201500,1068120000,53895600,285431392,11418300,31131900,11538000,30915900,996351296,51073200
